caseid,reportedon,category,statuscode,casetype,Cops-Rops,sqlrequired,expclosedate,closedate,aging,currentowner,ConfigurationEffort[Hr],PM Effort [Hr],TestingEffort [Hr],TotalEffort [Hr],L1 Doc Approval,L2 Doc Approval,L3 Doc Approval,channel,details,subject
500010,16-04-2025,Configuration,Invalid,Incident,CompanyOps,No,24-04-2025,28-04-2025,236 D,Niharika Verma,0,,,,No,No,No,Web,"Hello ,

Not able to access delivery Pipeline reports on MY portal.",Not able to access Delivery Pipeline Report in MY Portal
494885,03-04-2025,Configuration,Invalid,CR,CompanyOps,,03-03-2025,03-04-2025,279 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Password/Account Expiration Notification
494247,25-02-2025,Configuration,Invalid,CR,CompanyOps,No,20-03-2025,03-10-2025,286 D,Niharika Verma,0,,,,No,No,No,Web,"Gender is not getting populated on Travel Desk Layout

I want to raise a travel desk request for project purpose but unable to do so because Gender field is mandatory and value is not getting populated also Gender field is read only. My Role is Engr Service Assurance.",P1| Gender is not getting populated on Travel Desk Layout
494817,03-03-2025,User Creation,Resolved,CR,CompanyOps,No,,17-03-2025,280 D,Niharika Verma,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,,User Creation
494401,26-02-2025,Configuration,Invalid,CR,CompanyOps,No,27-03-2025,17-03-2025,285 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: My Portal- wrong assignment for P1
498683,04-07-2025,Configuration,Invalid,CR,CompanyOps,No,04-07-2025,04-08-2025,245 D,Niharika Verma,0,,,,No,No,No,Web,"Hi Team,

Please share clone access for Project Creation, which is required for the Project Manager role.

You can map this for 2 weeks since we have to create a New AMC project for FY 25-26.

Regards,
Akash Solanki",Clone access for Project Creation required for Project Manager role
492564,02-10-2025,User Creation,Resolved,CR,CompanyOps,No,25-02-2025,17-02-2025,301 D,Niharika Verma,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,,User Creation
491091,28-01-2025,Configuration,Resolved,CR,RevOps,No,16-02-2025,18-02-2025,314 D,Yajurva Tiwari,5,0.25,0.5,5.75,Yes,Yes,No,Web,"Please update the Customer Name to Housing Finance Bank (Account No.00066291) for following project.

Project ID – 00013988
Project Name – HFB CRM Implementation",Request to Change Customer Name in a Project
494402,26-02-2025,Configuration,Invalid,CR,CompanyOps,No,27-03-2025,04-01-2025,285 D,Niharika Verma,0,,,,No,No,No,Email,"Hi Team,

OEG assignment is not functioning as expected based on the OEG Master configuration.

Example:

1. Created a case (Case ID: 494400) using the customer role for ADIRA DINAMIKA MULTI FINANCE.
2. Selected ""Assigned To"" as any user (e.g., Akash Solanki).
3. After saving the case, both Support Engineer and Assigned To were set to Akash Solanki.

Expected Result:

The Support Engineer and Assigned To should be Divraj Podder, as per the values maintained in the OEG Master.

Please look into this issue.",Issue with OEG Assignment Not Working as per OEG Master
495837,03-12-2025,User Creation,Resolved,CR,CompanyOps,No,,21-03-2025,271 D,Niharika Verma,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,Mybusinessnext portal credentials for the new joiners - Trupti Surve,Mybusinessnext portal credentials for the new joiners - Trupti Surve
492594,02-10-2025,Configuration,Resolved,CR,CompanyOps,No,02-11-2025,17-03-2025,301 D,Niharika Verma,0,,,,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Re: Businessnext portal assignment
494252,25-02-2025,Configuration,Resolved,CR,RevOps,No,26-02-2025,03-04-2025,286 D,Yajurva Tiwari,1,0.05,0.1,1.15,Yes,Yes,No,Email,Email Syndication,Email Syndication : Account Creation: SK Finance
492293,02-07-2025,Configuration,Resolved,CR,CompanyOps,No,02-09-2025,02-10-2025,304 D,Niharika Verma,0,,,,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Re: Close Stale MY Cases
500087,16-04-2025,User Creation,Resolved,CR,CompanyOps,No,,22-04-2025,236 D,Niharika Verma,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,,User Creation
497681,28-03-2025,Configuration,Resolved,CR,CompanyOps,No,,04-02-2025,255 D,Niharika Verma,18,0.9,1.8,20.7,Yes,Yes,Yes,Web,"Hi Team,

Please deactivate below user id in MY Portal.

EC3119	Pooja Patel - pooja.patel@businessnext.com
EC1773	Vaibhav Sindhwani - vaibhav.sindhwani@businessnext.com
EC2324	Ravi Vishwakarma - Ravi.vishwakarma@businessnext.com",User deactivate
495522,03-10-2025,Configuration,Invalid,CR,CompanyOps,No,03-09-2025,03-10-2025,273 D,Niharika Verma,0,,,,No,No,No,Web,"Please update the email recipients for SBI Life account with Account ID: 00008717. The emails are currently going to the wrong recipients. Kindly update as follows:

To:

1. SS00796305@TechMahindra.com
2. AD00860528@TechMahindra.com
3. KP00775049@TechMahindra.com

CC:

1. devesh.kumar2@businessnext.com
2. akash.solanki@businessnext.com
3. rahul.singh@businessnext.com",Need to get the mail recipients changed for mails sent to customer
497780,31-03-2025,Configuration,Resolved,CR,CompanyOps,No,,04-11-2025,252 D,Niharika Verma,7,0.35,0.7,8.05,Yes,Yes,Yes,Web,"Following Project needs to be deleted since another Project is created with same details 
Project ID - 13977
Project Name - HFB - Licenses",Delete the Project since duplicate Project is created by Net Suite user
498398,04-04-2025,Configuration,Invalid,CR,CompanyOps,No,,14-04-2025,248 D,Niharika Verma,0,,,,No,No,No,Web,"For Muthoot Finance customer, a report titled ""Defect Summary"" is required with a limited set of fields. Additionally, the report should include an internal filter condition:
Created By = Muthoot Group,
so that the customer can fetch and view only the defects reported by their group.

Please Check the attached Template require in Report:.",Require a Defect Report configured for Muthoot Finance Customer for Customer Role
500454,21-04-2025,Configuration,Invalid,CR,CompanyOps,No,20-04-2025,21-04-2025,231 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: HR HelpDesk CaseID (500126)  Ashutosh Mishra of (Payroll) and (Payroll related queries)
498691,04-07-2025,Configuration,Resolved,CR,CompanyOps,No,29-04-2025,21-04-2025,245 D,Niharika Verma,4,0.2,0.4,4.6,Yes,Yes,Yes,Web,"Hi Team ,

Please add the 'Build' field under the Patch Type section in the Build object to ensure all relevant build information is properly captured.",Addition of 'Build' Field to Patch Type in Build Object
493090,13-02-2025,User Creation,Resolved,CR,CompanyOps,No,20-02-2025,21-02-2025,298 D,Niharika Verma,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,MYBUSINESSNEXT portal,MYBUSINESSNEXT portal
498607,04-07-2025,Configuration,Resolved,CR,RevOps,No,25-04-2025,05-06-2025,245 D,Dheeraj,0,,,,Yes,Yes,No,Email,Email Syndication,Email Syndication : FW: SBC-Payment Milestone | Action on KAM Team
492309,02-07-2025,Configuration,Invalid,CR,CompanyOps,No,,02-12-2025,304 D,Niharika Verma,0,,,,No,No,No,Web,"Dear Team,

The UAT cases are being applied to 'production' even when the customer selects 'customer UAT' in the 'Applies To' field while creating the case.
   Sample Case ID's : 491960,492237,491974,492012,491831

Customer Email ID : ahmed.almaskati@bank-abc.com

Please check this on priority and fix it.

Regards,
Rahul Singh",Cases are getting applies To 'Production' even Applies to selected as 'UAT' by ABC Bank
493246,14-02-2025,User Creation,Resolved,CR,CompanyOps,No,,20-02-2025,297 D,Niharika Verma,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,MY businessnext portal credentials - New joinee,MY businessnext portal credentials - New joinee
493244,13-02-2025,User Creation,Resolved,CR,CompanyOps,No,,03-06-2025,298 D,Niharika Verma,10,0.5,1,11.5,Yes,Yes,Yes,Web,"00013364
 
Project Name
RHB implementation

Please provide access to user Ajmal Khan with email id '
ajmal.khan@rhbgroup.com'",User creation on portal
492319,02-07-2025,Configuration,Resolved,CR,CompanyOps,No,27-02-2025,17-02-2025,304 D,Niharika Verma,6,0.3,0.6,6.9,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Request for Role Change to Enable Lead Creation in MY Portal
492765,02-11-2025,Configuration,Invalid,CR,CompanyOps,No,26-02-2025,18-02-2025,300 D,Niharika Verma,0,,,,No,No,No,Web,"Not able to add timesheet for jan month , getting validation message as 'Logged hour exceeded the maximum working hours of 480 minutes per day'.","Not able to add timesheet ,getting validation message as 'Logged hour exceeded the maximum working hours of 480 minutes per day'."
493247,14-02-2025,User Creation,Resolved,CR,CompanyOps,No,03-01-2025,21-02-2025,297 D,Niharika Verma,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,My businessnext portal credentials - new joinee,My businessnext portal credentials - new joinee
494121,24-02-2025,Configuration,Invalid,Incident,CompanyOps,No,23-02-2025,24-02-2025,287 D,Niharika Verma,0,,,,No,No,No,Web,"Unable to view Ujjivan Project for marking timesheet though my profile is added as resource under Ujjivan project.

Project id: 10313
Project Name: Ujjivan TnM April - March  2024-25",Unable to view Ujjivan Project for marking timesheet
496685,21-03-2025,Configuration,Invalid,CR,,,,04-02-2025,262 D,Niharika Verma,0,,,,No,No,No,Web,"My project is SBI Life Insurance [Project No: 00011789], & [Customer No: 00000161]. While creating New Feature in my project, I am not able to map it with my Customer due to which I can't register a new requirement. Please look into it on priority.",Account/Customer not reflecting while creating requirement
500883,23-04-2025,User Creation,Resolved,CR,CompanyOps,No,,05-02-2025,229 D,Niharika Verma,6,0.3,0.6,6.9,Yes,Yes,Yes,Web,"User cannot login to crm portal .

Account name - Bank Dhofar SAOG
Project Name : Bank Dhofar AMC 2024-25
Login id : prodsupport

Reset Password",cannot login
498413,04-04-2025,Configuration,Resolved,CR,RevOps,No,,05-06-2025,248 D,Dheeraj,0,,,,Yes,Yes,No,Email,Email Syndication,Email Syndication : Update Account Owner: BNI
501314,28-04-2025,Configuration,Invalid,CR,CompanyOps,No,28-04-2025,29-04-2025,224 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Please reset the password for Sushil's ignite account on urgent basis
501303,28-04-2025,Configuration,Resolved,CR,CompanyOps,No,14-05-2025,13-05-2025,224 D,Anubhav Gupta,0,,,,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Re: Wrong Currency shows in Foreign Client.
489677,01-10-2025,Configuration,Invalid,CR,CompanyOps,No,29-01-2025,31-01-2025,332 D,Niharika Verma,0,,,,No,No,No,Web,NBO Bug list report is not coming correctly as not able to view the latest bugsReport Name : NBO Bug list account name : National Bank of Oman,NBO Bug list report is not coming correctly
495347,03-06-2025,Configuration,Invalid,CR,CompanyOps,No,04-01-2025,21-03-2025,277 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Project Not visible in Timesheet Section
498494,04-04-2025,User Creation,Resolved,CR,CompanyOps,No,,17-04-2025,248 D,Niharika Verma,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,Myportal user credentials for new joiner - Mohammad Umair Abdul Rashid Sayed,Myportal user credentials for new joiner - Mohammad Umair Abdul Rashid Sayed
489422,01-09-2025,Configuration,Resolved,CR,CompanyOps,No,02-10-2025,30-01-2025,333 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,"Muthoot is encountering the following issues in the Business next portal:1. Inability to Close Cases:                       Cases that are currently in the status of ""Available in UAT"" cannot be closed.2. Report Download Issue:                        We are unable to download reports for previous months.                        Only 25 records are being listed, regardless of the selected filter criteria.Kindly investigate and provide an update at the earliest.",Client Muthoot facing issue in mybusinessnext portal
494873,03-03-2025,Configuration,Invalid,CR,CompanyOps,No,03-04-2025,03-05-2025,280 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Update Assign to Name
493025,02-12-2025,User Creation,Resolved,CR,CompanyOps,No,20-02-2025,21-02-2025,299 D,Niharika Verma,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,,User Creation
496017,13-03-2025,Configuration,Invalid,CR,CompanyOps,No,04-02-2025,04-07-2025,270 D,Niharika Verma,0,,,,No,No,No,Web,"Hi Team,

Please find the attached file and update resource details in MYPortal.",Update resource details in MYPortal_March
492565,02-10-2025,User Creation,Resolved,CR,CompanyOps,No,26-02-2025,17-02-2025,301 D,Niharika Verma,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,,User Creation
489635,01-10-2025,Configuration,Resolved,CR,CompanyOps,No,02-11-2025,30-01-2025,332 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,"In Project field Core Platform please add value ""Keystone Corelation""","In Project field Core Platform please add value ""Keystone Corelation"""
490160,16-01-2025,Configuration,Resolved,CR,CompanyOps,No,28-01-2025,31-01-2025,326 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,Project tasks are not visible in timesheet projects.,Project tasks are not visible in timesheet
494258,25-02-2025,User Creation,Resolved,CR,CompanyOps,No,20-03-2025,03-12-2025,286 D,Niharika Verma,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,"Hi Team,

Could you please create a new login ID with the name ""BDIsupport"" for the following customer and map it to the specified project ID?

Account Name: PT Bank Danamon Indonesia, Tbk.
Account No.: 00001245
Project Name: BDI AMC 2022-23
Project Id : 00007854

Please map below user to this account:

User  : gino.piliang@danamon.co.id

Please let us know once it is done. Thanks 

Regards
Lahu Gonde",BDI - User Creation
495843,03-12-2025,User Creation,Resolved,CR,CompanyOps,No,,21-03-2025,271 D,Niharika Verma,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,Mybusinessnext portal creentials for the new joiner - Naveed Shaikh,Mybusinessnext portal creentials for the new joiner - Naveed Shaikh
497128,25-03-2025,User Creation,Resolved,CR,CompanyOps,No,,04-01-2025,258 D,Niharika Verma,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,,User Creation
497781,31-03-2025,Configuration,Invalid,CR,CompanyOps,No,04-01-2025,04-02-2025,252 D,Niharika Verma,0,,,,No,No,No,Web,"Please change the Revenue type & Pipeline Forecast of the following Project:
Project ID - 13994
Project Name - HFB - Solution  Support	

Details to be updated:
Revenue Type - Pipeline
Pipeline Forecast - Upside",Change the Revenue Type & Pipeline Forecast
499211,04-10-2025,Configuration,Invalid,CR,RevOps,No,29-04-2025,14-04-2025,242 D,Dheeraj,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Billing Report for FY2025
499270,04-10-2025,Configuration,Invalid,CR,CompanyOps,No,24-04-2025,16-04-2025,242 D,Niharika Verma,0,,,,No,No,No,Web,,Not able to edit Members for mapping Project Engagement Role
493092,13-02-2025,Configuration,Resolved,CR,CompanyOps,No,03-04-2025,20-02-2025,298 D,Niharika Verma,4,0.2,0.4,4.6,Yes,Yes,Yes,Web,"Hi Team,

Kindly add CloudDevops group under the ""Tab Team"" for raising an MPR request for the new joinees.",Add CloudDevops Group under Team tab for MPR
495845,03-12-2025,User Creation,Resolved,CR,CompanyOps,No,,21-03-2025,271 D,Niharika Verma,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,Mybusinessnext portal credentials for new joiners - Ansu Jain,Mybusinessnext portal credentials for new joiners - Ansu Jain
500456,21-04-2025,Configuration,Invalid,Incident,RevOps,No,05-01-2025,28-05-2025,231 D,Dheeraj,0,,,,No,No,No,Email,Email Syndication,Email Syndication : FW: Milestones Due in the Following Week
489344,01-08-2025,Configuration,Resolved,CR,CompanyOps,No,02-12-2025,31-01-2025,334 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,"Hi Team,we have to add two more users to the reminder email.project name:TUCIBIL - CET Jan 2025 - Dec 2025sender email: crmalerts@crmnext.comkaran.juneja@businessnext.com, govind.darvesh@businessnext.com both user must be present in the reminder mail(Auto triggered email) that is sent when a user doesn't respond at a specific status code. status code:Status Input Sent,Awaiting input",Add user name in escalation
492189,02-06-2025,Configuration,Invalid,Incident,CompanyOps,No,02-06-2025,02-07-2025,305 D,Niharika Verma,0,,,,No,No,No,Web,"Layout: Incident
Role : Customer
Case Category: CRMNEXT Core Application.
SubCategory = Functional
Sub-SubCategory = Application Crash for one set of users

Priority is set as NONE. It should be P2.",Case Priority not getting set to P2.
495184,03-05-2025,Configuration,Invalid,CR,CompanyOps,No,26-03-2025,17-03-2025,278 D,Niharika Verma,0,,,,No,No,No,Web,Only Project Managers have the rights to upload documents on the portal. Please grant upload rights to Consultants and the Engineering Solution Delivery team as well.,Request to give access to Consultant and ESG Role for WUD and Document upload on Project Sampath bank.
497429,27-03-2025,Configuration,Resolved,CR,CompanyOps,No,04-08-2025,28-03-2025,256 D,Niharika Verma,42,2.1,4.2,48.3,Yes,Yes,Yes,Web,"Hi Team,

Please deactivate below user id in MY Portal.

EC3539	Harishchandra Champalal Kudiya- harishchandra.kudiya@businessnext.com
EC2966	Palak Maggon - palak.maggon@businessnext.com
EC2559	Samiksha Khurana - samiksha.khurana@businessnext.com
EC1574	Jyoti Romauld - jyoti.romauld@businessnext.com
EC3167	CHINCHULATA LEELA - chinchulata.leela@businessnext.com
EC2147	Viren Malhotra-viren.malhotra@businessnext.com",User deactivate
493170,13-02-2025,Configuration,Invalid,CR,,,13-02-2025,14-02-2025,298 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : RE: My Portal Work Unit Rights
494071,22-02-2025,Configuration,Invalid,CR,CompanyOps,No,23-02-2025,24-02-2025,289 D,,0,,,,No,No,No,,Email Syndication,Email Syndication : Re: MY ticket feedback- New feature request
494070,21-02-2025,Configuration,Invalid,CR,CompanyOps,No,23-02-2025,24-02-2025,290 D,,0,,,,No,No,No,,Email Syndication,Email Syndication : MY ticket feedback- New feature request
497485,27-03-2025,Configuration,Resolved,CR,RevOps,No,26-03-2025,04-01-2025,256 D,Yajurva Tiwari,1,0.05,0.1,1.15,Yes,Yes,No,,Email Syndication,Email Syndication : Re: Create Reversal PO || Project ID: 11826 || BAGIC
497907,04-01-2025,Configuration,Invalid,CR,CompanyOps,No,04-01-2025,04-02-2025,251 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : RE: Redis partner account
494369,25-02-2025,Configuration,Resolved,CR,CompanyOps,No,03-12-2025,03-05-2025,286 D,Niharika Verma,4,0.2,0.4,4.6,Yes,Yes,Yes,Web,"Hi Team,

Please deactivate below user id in MY Portal.

	EC2561	Krishna Arun Sawant
        EC2042	Mansi Mahendra Desai",User deactivate
498696,04-07-2025,Configuration,Invalid,CR,RevOps,No,,23-04-2025,245 D,Dheeraj,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Billing Report for FY2025
500461,21-04-2025,Configuration,Invalid,CR,CompanyOps,No,29-04-2025,24-04-2025,231 D,Niharika Verma,0,,,,No,No,No,Web,"Hi Team, 

Please share access.",Manager Role required.
